BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.75,0.50,39.91,6.90,0.25,28.72,1.65,0.00,4.72,0.00,0.50,21.32,2.67,0.00
0.00,0.31,-0.04,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.31,-9.01,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
-0.50,0.31,-29.91,3.74,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.15,0.43,25.28,0.86,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
-0.50,0.39,-24.91,3.11,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.51,-0.07,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.51,-0.08,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.51,-0.05,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.51,-0.06,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.51,-0.04,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.50,-0.42,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.50,22.40,0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.50,-0.08,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
-0.50,0.50,-32.41,4.05,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.62,5.08,0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.62,-0.09,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-0.09,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-8.63,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-0.08,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-0.04,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-22.21,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-0.02,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,14.91,0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,14.91,0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,0.00,0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.62,-0.05,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
-0.50,0.62,-22.75,2.84,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
-1.00,0.73,-44.90,11.22,0.25,26.12,1.51,0.25,4.68,0.27,-0.00,19.76,-0.00,0.00
0.00,0.96,-4.95,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.96,-0.09,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.75,0.96,49.90,8.63,0.25,26.12,1.51,0.00,4.68,0.00,0.50,19.76,2.47,0.00
0.00,0.77,-0.07,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-0.06,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-9.91,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-4.68,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-14.92,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-14.92,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-0.10,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,11.62,0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.77,-17.44,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
-0.50,0.77,-19.91,2.49,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,13.18,0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,-0.01,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,8.89,0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,-0.10,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,-17.41,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,-17.42,-0.00,0.25,17.20,0.99,0.25,6.32,0.36,0.50,13.08,1.64,0.00
0.00,0.88,-7.20,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.88,-0.07,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.88,-0.07,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.88,-17.42,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
-0.47,0.88,-19.90,2.32,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,-7.44,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,-0.07,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,-0.07,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,12.18,0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,-0.05,-0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
-0.01,0.99,-14.93,0.02,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
-0.00,0.99,-4.91,0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
-0.00,0.99,-0.07,0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
-0.00,0.99,-0.03,0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,2.60,0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
0.00,0.99,21.45,0.00,0.25,19.40,1.12,0.25,4.12,0.24,0.50,15.04,1.88,0.00
-0.00,0.99,-0.01,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
-0.00,0.99,2.60,-0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.00,0.99,20.10,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.50,0.99,80.97,9.37,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
-0.50,0.86,7.59,-0.95,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.00,0.98,17.59,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.00,0.98,54.31,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.59,0.98,84.90,11.58,0.25,18.12,1.04,0.16,11.36,0.41,0.50,5.84,0.73,0.00
0.50,0.83,77.41,8.92,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.00,0.70,27.59,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.00,0.70,32.59,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
0.00,0.70,27.58,0.00,0.25,18.12,1.04,0.25,11.36,0.65,0.50,5.84,0.73,0.00
