BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.75,0.50,39.91,6.90,0.25,28.72,1.65,0.00,4.72,0.00,0.50,21.32,2.67,0.00
0.00,0.45,-0.04,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
-0.50,0.45,-9.01,1.13,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
-1.00,0.48,-29.91,7.48,0.25,28.72,1.65,0.25,4.72,0.27,-0.00,21.32,-0.00,0.00
0.75,0.54,25.28,4.37,0.25,28.72,1.65,0.00,4.72,0.00,0.50,21.32,2.67,0.00
-0.50,0.49,-24.91,3.11,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.52,-0.07,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.52,-0.08,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.52,-0.05,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.52,-0.06,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.52,-0.04,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.52,-0.42,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.75,0.52,22.40,3.87,0.25,28.72,1.65,0.00,4.72,0.00,0.50,21.32,2.67,0.00
0.00,0.47,-0.08,-0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
-1.00,0.47,-32.41,8.10,0.25,28.72,1.65,0.25,4.72,0.27,0.00,21.32,0.00,0.00
0.00,0.53,5.08,0.00,0.25,28.72,1.65,0.25,4.72,0.27,0.50,21.32,2.67,0.00
0.00,0.53,-0.09,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.53,-0.09,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
-0.50,0.53,-8.63,1.08,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.56,-0.08,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.56,-0.04,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
-0.50,0.56,-22.21,2.78,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
0.00,0.59,-0.02,-0.00,0.25,26.12,1.51,0.25,4.68,0.27,0.50,19.76,2.47,0.00
