BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.75,0.50,75.01,12.97,0.25,34.84,2.01,0.00,2.08,0.00,0.50,30.08,3.76,0.00
-0.50,0.41,-29.95,3.74,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
-0.50,0.46,-29.98,3.75,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
-0.50,0.52,-30.00,3.75,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.58,26.81,0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.58,-29.92,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.58,-29.94,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
-0.50,0.58,-29.95,3.74,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.64,-29.92,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.64,-29.93,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.64,-29.94,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
-0.44,0.64,-29.94,3.27,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.69,-29.92,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.69,-29.93,-0.00,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
-0.50,0.69,-29.94,3.74,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
-0.50,0.74,-29.94,3.74,0.25,34.84,2.01,0.25,2.08,0.12,0.50,30.08,3.76,0.00
0.00,0.80,-29.90,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.80,-29.93,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.80,-29.93,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
-0.50,0.80,-29.94,3.74,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,0.84,0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.92,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.92,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.93,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,11.73,0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.91,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.91,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.91,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.90,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.90,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,-29.90,-0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
0.00,0.86,17.70,0.00,0.25,35.32,2.04,0.25,2.80,0.16,0.50,29.12,3.64,0.00
-0.50,0.86,-30.00,3.75,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.91,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.91,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.91,5.21,0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
-0.50,0.91,-30.00,3.75,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.97,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.97,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
1.00,0.97,91.99,21.20,-0.00,20.24,-0.00,0.00,4.56,0.00,0.50,12.24,1.53,0.00
0.00,0.85,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.85,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.85,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
1.00,0.85,91.35,21.06,-0.00,20.24,-0.00,0.00,4.56,0.00,0.50,12.24,1.53,0.00
-0.50,0.72,-30.00,3.75,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.78,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.78,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
1.00,0.78,91.57,21.11,-0.00,20.24,-0.00,0.00,4.56,0.00,0.50,12.24,1.53,0.00
0.00,0.66,-29.90,-0.00,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
